lemma,lemma_freq,gloss,form,stressed_syll,monosyll,case,number,short_cluster,full_cluster,noep,ep
внешность,3403,appearance,вне'шностями,1,FALSE,inst,pl,вн,вн,0,0
внешность,3403,appearance,вне'шности,1,FALSE,gen,sg,вн,вн,10,0
внешность,3403,appearance,вне'шностей,1,FALSE,gen,pl,вн,вн,0,0
внимание,49696,attention,внима'нием,2,FALSE,inst,sg,вн,вн,88,348
внимание,49696,attention,внима'ниями,2,FALSE,inst,pl,вн,вн,0,0
внимание,49696,attention,внима'ния,2,FALSE,gen,sg,вн,вн,3,0
внимание,49696,attention,внима'ний,2,FALSE,gen,pl,вн,вн,0,0
внук,5545,grandson,вну'ком,1,FALSE,inst,sg,вн,вн,111,8
внук,5545,grandson,вну'ками,1,FALSE,inst,pl,вн,вн,60,3
внук,5545,grandson,вну'ка,1,FALSE,gen,sg,вн,вн,1,1
внук,5545,grandson,вну'ков,1,FALSE,gen,pl,вн,вн,0,0
внутренность,1870,interior,вну'тренностью,1,FALSE,inst,sg,вн,вн,4,0
внутренность,1870,interior,вну'тренностями,1,FALSE,inst,pl,вн,вн,9,0
внутренность,1870,interior,вну'тренности,1,FALSE,gen,sg,вн,вн,0,0
внутренность,1870,interior,вну'тренностей,1,FALSE,gen,pl,вн,вн,0,0
внучек,2219,granddaughters,вну'чком,1,FALSE,inst,sg,вн,вн,10,1
внучек,2219,granddaughters,вну'чками,1,FALSE,inst,pl,вн,вн,13,1
внучек,2219,granddaughters,вну'чка,1,FALSE,gen,sg,вн,вн,0,0
внучек,2219,granddaughters,вну'чков,1,FALSE,gen,pl,вн,вн,0,0
впечатление,23459,impression,впечатле'нием,3,FALSE,inst,sg,вп,вп,15,0
впечатление,23459,impression,впечатле'ниями,3,FALSE,inst,pl,вп,вп,17,1
впечатление,23459,impression,впечатле'ния,3,FALSE,gen,sg,вп,вп,0,0
впечатление,23459,impression,впечатле'ний,3,FALSE,gen,pl,вп,вп,0,0
враг,25625,enemy,враго'м,2,FALSE,inst,sg,вр,вр,322,9
враг,25625,enemy,врага'ми,2,FALSE,inst,pl,вр,вр,367,6
враг,25625,enemy,врага',2,FALSE,gen,sg,вр,вр,1,0
враг,25625,enemy,враго'в,2,FALSE,gen,pl,вр,вр,1,0
врач,23717,doctor,врачо'м,2,FALSE,inst,sg,вр,вр,243,1
врач,23717,doctor,врача'ми,2,FALSE,inst,pl,вр,вр,124,0
врач,23717,doctor,врача',2,FALSE,gen,sg,вр,вр,4,0
врач,23717,doctor,враче'й,2,FALSE,gen,pl,вр,вр,2,0
вращение,2066,rotation,враще'нием,2,FALSE,inst,sg,вр,вр,18,0
вращение,2066,rotation,враще'ниями,2,FALSE,inst,pl,вр,вр,0,0
вращение,2066,rotation,враще'ния,2,FALSE,gen,sg,вр,вр,0,0
вращение,2066,rotation,враще'ний,2,FALSE,gen,pl,вр,вр,0,0
вред,5542,harm,вредо'м,2,FALSE,inst,sg,вр,вр,12,14
вред,5542,harm,вреда'ми,2,FALSE,inst,pl,вр,вр,0,0
вред,5542,harm,вреда',2,FALSE,gen,sg,вр,вр,1,0
вред,5542,harm,вредо'в,2,FALSE,gen,pl,вр,вр,0,0
вредитель,1252,pest,вреди'телем,2,FALSE,inst,sg,вр,вр,4,0
вредитель,1252,pest,вреди'телями,2,FALSE,inst,pl,вр,вр,80,0
вредитель,1252,pest,вреди'теля,2,FALSE,gen,sg,вр,вр,0,0
вредитель,1252,pest,вреди'телей,2,FALSE,gen,pl,вр,вр,0,0
время,349141,time,вре'менем,1,FALSE,inst,sg,вр,вр,114,4351
время,349141,time,времена'ми,3,FALSE,inst,pl,вр,вр,15,7
время,349141,time,вре'мени,1,FALSE,gen,sg,вр,вр,3,1702
время,349141,time,времён,2,FALSE,gen,pl,вр,вр,25,1614
всадник,3793,rider,вса'дником,1,FALSE,inst,sg,вс,вс,8,11
всадник,3793,rider,вса'дниками,1,FALSE,inst,pl,вс,вс,3,4
всадник,3793,rider,вса'дника,1,FALSE,gen,sg,вс,вс,0,0
всадник,3793,rider,вса'дников,1,FALSE,gen,pl,вс,вс,0,0
вскрытие,1032,autopsy,вскры'тием,1,FALSE,inst,sg,вс,вскр,5,10
вскрытие,1032,autopsy,вскры'тиями,1,FALSE,inst,pl,вс,вскр,0,2
вскрытие,1032,autopsy,вскры'тия,1,FALSE,gen,sg,вс,вскр,0,3
вскрытие,1032,autopsy,вскры'тий,1,FALSE,gen,pl,вс,вскр,0,0
всплеск,1201,splash,вспле'ском,1,FALSE,inst,sg,вс,вспл,1,4
всплеск,1201,splash,вспле'сками,1,FALSE,inst,pl,вс,вспл,5,1
всплеск,1201,splash,вспле'ска,1,FALSE,gen,sg,вс,вспл,0,0
всплеск,1201,splash,вспле'сков,1,FALSE,gen,pl,вс,вспл,0,0
встречный,4300,counter,встре'чным,1,FALSE,inst,sg,вс,встр,4,25
